"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"A0735900240","2024-01-01","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  30.9","20","  24.7","20","9999.9"," 0","992.1","20"," 10.0","20","  6.5","20"," 13.0"," 18.1","  32.0","*","  30.0","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-02","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  32.2","24","  24.1","24","9999.9"," 0","990.6","24"," 10.0","24"," 12.6","24"," 18.1"," 25.1","  35.1","*","  30.9","*"," 0.00","I","999.9","000000"
"A0735900240","2024-01-03","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  33.8","24","  30.2","24","9999.9"," 0","985.5","24","  8.8","24","  7.4","24"," 15.0"," 22.9","  36.1","*","  32.4","*","99.99"," ","999.9","011000"
"A0735900240","2024-01-04","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  28.6","24","  15.4","24","9999.9"," 0","993.2","24"," 10.0","24","  7.3","24"," 15.0"," 19.0","  32.9","*","  25.2","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-05","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  30.9","24","  20.8","24","9999.9"," 0","994.1","24"," 10.0","24","  5.4","24","  9.9"," 14.0","  33.6","*","  28.2","*"," 0.00","I","999.9","000000"
"A0735900240","2024-01-06","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  31.1","24","  24.9","24","9999.9"," 0","983.6","24","  9.0","24","  5.7","24","  9.9"," 14.0","  32.5","*","  28.9","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-07","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  31.9","24","  31.1","24","9999.9"," 0","978.0","24","  4.6","24","  2.0","24","  8.0","999.9","  36.5","*","  29.7","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-08","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  33.8","24","  27.9","24","9999.9"," 0","993.6","24","  9.5","24","  5.9","24","  8.9","999.9","  35.6","*","  32.4","*","99.99"," ","999.9","010000"
"A0735900240","2024-01-09","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  32.6","24","  30.7","24","9999.9"," 0","975.0","24","  5.1","24"," 10.2","24"," 17.1"," 22.0","  33.8","*","  31.8","*","99.99"," ","999.9","011000"
"A0735900240","2024-01-10","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  32.7","24","  31.9","24","9999.9"," 0","959.6","24","  6.7","24","  8.8","24"," 17.1"," 22.9","  33.4","*","  31.1","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-11","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  32.1","24","  31.2","24","9999.9"," 0","974.8","24","  6.1","24","  5.1","24"," 11.1"," 15.0","  34.7","*","  30.2","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-12","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  32.3","24","  29.0","24","9999.9"," 0","978.4","24","  8.4","24","  9.4","24"," 17.1"," 24.1","  34.3","*","  28.8","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-13","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  29.5","24","  27.2","24","9999.9"," 0","959.2","24","  4.5","24"," 13.1","24"," 25.1"," 33.0","  33.4","*","  25.2","*","99.99"," ","999.9","011000"
"A0735900240","2024-01-14","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","  15.0","24","  10.4","24","9999.9"," 0","978.9","24","  2.4","24"," 15.5","24"," 22.9"," 29.9","  24.8","*","   4.6","*","99.99"," ","999.9","001000"
"A0735900240","2024-01-15","42.938","-85.061","249.0","IONIA CO AIRPORT, MI US","   2.7","24","  -3.5","24","9999.9"," 0","989.6","24","  7.9","24","  9.8","24"," 15.9"," 20.0","  11.8","*","  -3.5","*","99.99"," ","999.9","001000"
