"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"83985099999","2023-01-01","-31.718353","-52.327689","17.98","PELOTAS, BR","  84.9","15","  68.5","15","9999.9"," 0","999.9"," 0","  6.2","15"," 11.5","15"," 20.0","999.9","  93.2","*","  73.4","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-02","-31.718353","-52.327689","17.98","PELOTAS, BR","  86.6","12","  60.0"," 9","9999.9"," 0","999.9"," 0","  6.2","12"," 12.2","12"," 15.9","999.9","  91.4","*","  78.8","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-03","-31.718353","-52.327689","17.98","PELOTAS, BR","  79.0","15","  54.9","15","9999.9"," 0","999.9"," 0","  6.2","15","  7.3","15"," 12.0","999.9","  87.8","*","  68.0","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-04","-31.718353","-52.327689","17.98","PELOTAS, BR","  83.6","15","  67.4","15","9999.9"," 0","999.9"," 0","  6.2","15","  7.2","15"," 15.0","999.9","  93.2","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-05","-31.718353","-52.327689","17.98","PELOTAS, BR","  84.7","15","  68.6","15","9999.9"," 0","999.9"," 0","  6.2","15"," 10.4","15"," 18.1","999.9","  96.8","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-06","-31.718353","-52.327689","17.98","PELOTAS, BR","  79.5","15","  63.0","15","9999.9"," 0","999.9"," 0","  6.2","15"," 11.1","15"," 22.0","999.9","  84.2","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-07","-31.718353","-52.327689","17.98","PELOTAS, BR","  78.8","15","  62.8","15","9999.9"," 0","999.9"," 0","  6.2","15"," 10.3","15"," 15.9","999.9","  82.4","*","  69.8","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-08","-31.718353","-52.327689","17.98","PELOTAS, BR","  79.4","15","  69.0","15","9999.9"," 0","999.9"," 0","  6.2","15"," 10.8","15"," 15.9","999.9","  87.8","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-09","-31.718353","-52.327689","17.98","PELOTAS, BR","  80.4","15","  67.3","15","9999.9"," 0","999.9"," 0","  6.2","15"," 10.3","15"," 15.9","999.9","  86.0","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-10","-31.718353","-52.327689","17.98","PELOTAS, BR","  81.3","15","  66.6","15","9999.9"," 0","999.9"," 0","  6.2","15","  9.9","15"," 15.0","999.9","  87.8","*","  73.4","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-11","-31.718353","-52.327689","17.98","PELOTAS, BR","  87.7","15","  68.4","15","9999.9"," 0","999.9"," 0","  6.2","15","  7.2","15"," 14.0","999.9","  98.6","*","  73.4","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-12","-31.718353","-52.327689","17.98","PELOTAS, BR","  85.3","15","  68.1","15","9999.9"," 0","999.9"," 0","  6.2","15","  8.9","15"," 15.0","999.9","  98.6","*","  77.0","*","99.99"," ","999.9","010010"
"83985099999","2023-01-13","-31.718353","-52.327689","17.98","PELOTAS, BR","  74.1","15","  69.9","15","9999.9"," 0","999.9"," 0","  6.0","15","  7.3","15"," 13.0","999.9","  78.8","*","  69.8","*","99.99"," ","999.9","010010"
"83985099999","2023-01-14","-31.718353","-52.327689","17.98","PELOTAS, BR","  79.8","15","  61.0","15","9999.9"," 0","999.9"," 0","  6.2","15","  9.8","15"," 13.0","999.9","  87.8","*","  68.0","*","99.99"," ","999.9","010000"
"83985099999","2023-01-15","-31.718353","-52.327689","17.98","PELOTAS, BR","  83.2","15","  64.6","15","9999.9"," 0","999.9"," 0","  6.2","15","  6.8","15"," 13.0","999.9","  91.4","*","  68.0","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-16","-31.718353","-52.327689","17.98","PELOTAS, BR","  83.1","15","  69.1","15","9999.9"," 0","999.9"," 0","  6.2","15","  7.2","15"," 12.0","999.9","  91.4","*","  73.4","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-17","-31.718353","-52.327689","17.98","PELOTAS, BR","  82.5","15","  70.8","15","9999.9"," 0","999.9"," 0","  6.2","15"," 13.5","15"," 20.0"," 25.1","  89.6","*","  71.6","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-18","-31.718353","-52.327689","17.98","PELOTAS, BR","  79.6","15","  68.4","15","9999.9"," 0","999.9"," 0","  6.2","15"," 12.6","15"," 15.0","999.9","  84.2","*","  75.2","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-19","-31.718353","-52.327689","17.98","PELOTAS, BR","  80.5","15","  69.0","15","9999.9"," 0","999.9"," 0","  6.2","15"," 10.3","15"," 13.0","999.9","  86.0","*","  75.2","*"," 0.00","I","999.9","000000"
"83985099999","2023-01-20","-31.718353","-52.327689","17.98","PELOTAS, BR","  81.6","15","  71.4","15","9999.9"," 0","999.9"," 0","  6.2","15"," 14.3","15"," 18.1","999.9","  87.8","*","  75.2","*","99.99"," ","999.9","010000"
